model,accuracy,brier,log_loss,roc_auc
two_channel_stack,0.6533665835411472,0.20919918193204964,0.6023769401999626,0.7295139061644859
regular_season_power_only,0.6583541147132169,0.21098894357143685,0.6064828330211524,0.7274740036817753
factor_only,0.655860349127182,0.21170400710592555,0.6150825528833042,0.7316781929449228
